མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,719,2,1,《པེ་》《སྣར་》,ལེའུ་བཅོ་བརྒྱད་པའི་འགྲེལ་པ་བཞུགས་སོ།།,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།
,,223,6,《པེ་》《སྣར་》,འཇིགས།,
,,224,7,《པེ་》《སྣར་》,p ནི།,
,,225,8,《པེ་》《སྣར་》,གྱུར།,
,,226,9,《པེ་》《སྣར་》,ཐར།,
,,227,10,《པེ་》《སྣར་》,p ཅན།,
,758,228,1,《པེ་》《སྣར་》,m པོ།,
,,229,2,《པེ་》《སྣར་》,p དག་པའི་སྒོའི་རྣམ་པར།,
,,230,3,《པེ་》《སྣར་》,འཇིགས།,
,,231,4,《པེ་》《སྣར་》,པ་བསྒོ།,
,,232,5,《པེ་》《སྣར་》,p ལ།,
,759,233,1,《པེ་》《སྣར་》,དང་།,
,,234,2,《པེ་》《སྣར་》,ཀྱིས་བསྒྲིབས།,
,,235,3,《པེ་》《སྣར་》,p རྣམས།,
,760,236,1,《པེ་》《སྣར་》,གྱིས།,
,,237,2,《པེ་》《སྣར་》,ནི།,
,,238,3,《པེ་》《སྣར་》,p མི་གཡོ་བ་ནི་ཡིད་ལ་བྱེད་པའོ།།,
,,239,4,《པེ་》《སྣར་》,m ནི།,
,,240,5,《པེ་》《སྣར་》,སྒྲིབས།,
,761,241,༡ ༢,《པེ་》《སྣར་》,རིགས།,
,,242,3,《པེ་》《སྣར་》,པོས་ཏེ།,
,,243,4,《པེ་》《སྣར་》,རྙེད།,
,,244,5,《པེ་》《སྣར་》,གྱི།,
,762,245,1,《པེ་》《སྣར་》,བསྒོམ།,
,,246,2,《པེ་》《སྣར་》,ཚལ་དུ་སློངས།,
,,247,3,《པེ་》《སྣར་》,ཡིད་ནི།,
,,248,4,《པེ་》《སྣར་》,p བ།,
,,249,5,《པེ་》《སྣར་》,བའི།,
,,250,6,《པེ་》《སྣར་》,པར།,
,,251,7,《པེ་》《སྣར་》,p ལྔའི།,
,,252,8,《པེ་》《སྣར་》,གཞུག,
,,253,9,《པེ་》《སྣར་》,རྟོགས།,
,763,254,1,《པེ་》《སྣར་》,བཞག,
,,255,2,《པེ་》《སྣར་》,སྤྲོ་སྟེ།,
,,256,3,《པེ་》《སྣར་》,གི།,
,,257,4,《པེ་》《སྣར་》,ཟླས།,
,764,258,1,《པེ་》《སྣར་》,p རྣམ་པར།,
,,259,2,《པེ་》《སྣར་》,བརླབ།,
,,260,3,《པེ་》《སྣར་》,p རྒྱལ་པོ།,
,,261,4,《པེ་》《སྣར་》,p དུ།,
,,262,5,《པེ་》《སྣར་》,རིགས།,
